date,time,temperature,humidity,luminosity
2021-11-5,3:00:00,21.5,36.5,pitch black
2021-11-5,3:00:00,21.4,36.4,pitch black
2021-11-5,3:00:00,21.4,36.4,pitch black
2021-11-5,3:00:00,21.5,36.5,pitch black
2021-11-5,3:00:00,21.5,36.5,pitch black
2021-11-5,3:00:00,21.4,36.4,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.5,36.6,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.4,36.6,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.4,36.5,pitch black
2021-11-5,3:00:00,21.4,36.6,pitch black
2021-11-5,3:00:00,21.4,36.6,pitch black
2021-11-5,4:00:00,21.4,36.5,pitch black
2021-11-5,4:00:00,21.4,36.5,pitch black
2021-11-5,4:00:00,21.4,36.5,pitch black
2021-11-5,4:00:00,21.4,36.6,pitch black
2021-11-5,4:00:00,21.4,36.6,pitch black
2021-11-5,4:00:00,21.4,36.5,pitch black
2021-11-5,4:00:00,21.4,36.6,pitch black
2021-11-5,4:00:00,21.4,36.6,pitch black
2021-11-5,4:00:00,21.4,36.6,pitch black
2021-11-5,4:00:00,21.4,36.6,pitch black
2021-11-5,4:00:00,21.4,36.6,pitch black
2021-11-5,4:00:00,21.4,36.6,pitch black
